"conversation_id_str,""""created_at""","""favorite_count""","""full_text""","""id_str""","""image_url""","""in_reply_to_screen_name""","""lang""","""location""","""quote_count""","""reply_count""","""retweet_count""","""tweet_url""","""user_id_str""","""username"
"1919742517014073497,""""Tue May 06 19:16:25 +0000 2025""","""0""","""@Rante_kapall Kehidupan bahagia iki ji. Tanpa tercakiti""","""1919833650541052133""","""""","""Rante_kapall""","""in""","""Pacet, Indonesia""","""0""","""0""","""0""","""https://x.com/boybelajarbaikk/status/1919833650541052133""","""1620966706536681472""","""boybelajarbaikk"
"1919667261066895694,""""Tue May 06 19:13:49 +0000 2025""","""0""","""@selenaulann @tanyarlfes Pernah. I still remember his name his smile too. Bahkan sampe detik ini dia kayaknya ga pernah tau kalo aku napak bumi wkwkwk. Tp gpp aku dah move on aku dah punya suami super baik hati semoga dia sehat sehat dan bahagia di belahan dunia manapun ""","""1919832994610614274""","""""","""selenaulann""","""in""","""""","""0""","""0""","""0""","""https://x.com/yewrfavscent/status/1919832994610614274""","""1326260373574447104""","""yewrfavscent"
"1919806996900991264,""""Tue May 06 19:08:31 +0000 2025""","""0""","""@gudfavo Selamat bertambah usia cha panjang umur sehat terus bahagia lahir batin ya ""","""1919831659865657365""","""""","""gudfavo""","""in""","""Tangerang Selatan""","""0""","""0""","""0""","""https://x.com/Aldiiirga/status/1919831659865657365""","""411930707""","""Aldiiirga"
"1919831331581636880,""""Tue May 06 19:07:12 +0000 2025""","""0""","""mohon maaf ini srius gk ad lanjutanny? gk ad part karma ny? gk ad part lyon bahagia cm cwo lain trus nathan nyesel smpe sakit jiwa? (bertanya dngn nada imut?""","""1919831331581636880""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/dNCITYDREAM/status/1919831331581636880""","""1636243257737768960""","""dNCITYDREAM"
"1919564249095086223,""""Tue May 06 19:05:44 +0000 2025""","""0""","""@Oliviaselalu Moga tetep saling bahagia""","""1919830959974973453""","""""","""Oliviaselalu""","""in""","""Louisiana, USA""","""0""","""0""","""0""","""https://x.com/pigupy/status/1919830959974973453""","""2264271068""","""pigupy"
"1919830708740358507,""""Tue May 06 19:04:44 +0000 2025""","""0""","""bingung banget sama perasaan ini apa emang kita hanya bisa berbagi hal bahagia aja hal sedih dll apakah ga bisa kita berbagi juga?? ahhh ga tau lahhh""","""1919830708740358507""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/tiapacarkairi/status/1919830708740358507""","""1700806724641546240""","""tiapacarkairi"
"1919830659272446285,""""Tue May 06 19:04:32 +0000 2025""","""0""","""rindu satusatunya yang bikin wajah cerah ceria dan bahagia""","""1919830659272446285""","""""","""""","""in""","""Republic of Mozambique""","""0""","""0""","""0""","""https://x.com/AdiyatJatiW/status/1919830659272446285""","""51810860""","""AdiyatJatiW"
"1919830286738829796,""""Tue May 06 19:04:17 +0000 2025""","""0""","""mau dari siapapun itu aku berharap jungwon bahagia selalu:D i love you jungwon!! thank you for being the reason i live""","""1919830595548426589""","""""","""wonpiesteria""","""in""","""jungwon & heeseung’s""","""0""","""0""","""0""","""https://x.com/wonpiesteria/status/1919830595548426589""","""700661676752789504""","""wonpiesteria"
"1919390996678255057,""""Tue May 06 19:03:51 +0000 2025""","""0""","""@KangManto123 Horeeee.... mulyono sukses buat koruptor bahagia""","""1919830486026788951""","""""","""KangManto123""","""in""","""""","""0""","""0""","""0""","""https://x.com/ElgeJohan/status/1919830486026788951""","""1745371630837305344""","""ElgeJohan"
"1919830134120476911,""""Tue May 06 19:02:27 +0000 2025""","""0""","""selagi buat kita bahagia kenapa gak?? malah lucu tau dipanggil noona aku pingin dipanggil noona""","""1919830134120476911""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/bridnalex/status/1919830134120476911""","""1384906547831066624""","""bridnalex"
"1919775319088648547,""""Tue May 06 19:02:11 +0000 2025""","""0""","""@jawafess Manchester United treble winner lagi. Juara EPL UCL dan FA. Setidaknya bisa bahagia meskipun hanya dalam mimpi .""","""1919830068744089809""","""""","""jawafess""","""in""","""""","""0""","""0""","""0""","""https://x.com/Kaygendeng1993/status/1919830068744089809""","""1855891653741195264""","""Kaygendeng1993"
"1919777807539781960,""""Tue May 06 19:01:52 +0000 2025""","""0""","""@jaissiaj selalu bahagia brader""","""1919829989266231423""","""""","""jaissiaj""","""in""","""Jakarta Capital Region""","""0""","""1""","""0""","""https://x.com/r0seflavourr/status/1919829989266231423""","""1247559991847817218""","""r0seflavourr"
"1919828190106943620,""""Tue May 06 18:59:59 +0000 2025""","""0""","""aku suka sm dia tuh beneran di tahap yg sayang bgt sama dia sampe aku gak masalah dia punya seseorang HUHU MELLOW tapi ya gt mau dia pacaran pun akan tetep aku dukung KAYAK DIA TUH HRS BAHAGIA!!!! either keluarga atau pacar aku berharap dia ada tempat bersandar""","""1919829512776515979""","""""","""wonpiesteria""","""in""","""jungwon & heeseung’s""","""0""","""0""","""0""","""https://x.com/wonpiesteria/status/1919829512776515979""","""700661676752789504""","""wonpiesteria"
"1919829385949151414,""""Tue May 06 18:59:28 +0000 2025""","""0""","""bahagia bat kaya lg hanimun""","""1919829385949151414""","""""","""""","""in""","""phu's""","""0""","""0""","""0""","""https://x.com/phuqwin/status/1919829385949151414""","""1883933091514953728""","""phuqwin"
"1919358132696101057,""""Tue May 06 18:58:59 +0000 2025""","""0""","""@rinshuayunaa Sbg baby carat aku terharu bgt. Makasih nder udh tweet ini akhirnya aku jadi tau. Uri junpi sehat2 ya hidup yg lama jangan sakit2 bahagia terus semoga aku bisa ketemu junpi dan member lainnya. Sayang junpiiii""","""1919829262367920420""","""""","""rinshuayunaa""","""in""","""""","""0""","""0""","""0""","""https://x.com/un_k_n_0_w_n_/status/1919829262367920420""","""1213303453864222720""","""un_k_n_0_w_n_"
"1919780563353010272,""""Tue May 06 18:56:46 +0000 2025""","""0""","""@tuberoseaddict Kak... Ya Allah... Makasih banyak kata2 dan doa baiknya... Aku terharu bgt bahagia baca ini kak. InsyaAllah kita harus ttp bantu berjuang semampu kita untuk saudara kita. Rasanya gagal masuk company impian pun terobati dgn reply kakak ️ makasih banyak kak ️""","""1919828704869679581""","""""","""tuberoseaddict""","""in""","""""","""0""","""1""","""0""","""https://x.com/chranted/status/1919828704869679581""","""789881829864120320""","""chranted"
"1909812972349751766,""""Tue May 06 18:56:40 +0000 2025""","""0""","""@eunseojy gapapa! aku temenin eonni sampe bahagia! aman lah kalo gitu wkwkwk semangat bonding sama temen OA nya eonni beb ""","""1919828680580210945""","""""","""eunseojy""","""in""","""Florette Wispéēèll""","""0""","""0""","""0""","""https://x.com/jweemint/status/1919828680580210945""","""1053184691153514497""","""jweemint"
"1919828190106943620,""""Tue May 06 18:56:22 +0000 2025""","""0""","""that s why kadang aku kepikiran bgt buat usahain ikut fancall tuh karena mau ngasih tau dia kalo ada fans yg tulus sayang sm dia i hope dia ngelakuin apapun yg bikin dia bahagia meski dunia nentang: ) jujur sesayang itu sm jungwon""","""1919828605523108232""","""""","""wonpiesteria""","""in""","""jungwon & heeseung’s""","""0""","""1""","""0""","""https://x.com/wonpiesteria/status/1919828605523108232""","""700661676752789504""","""wonpiesteria"
"1919658718507176072,""""Tue May 06 18:55:23 +0000 2025""","""0""","""@wulaxn aku bahagia kalo megang duit sih""","""1919828356029415624""","""""","""wulaxn""","""in""","""""","""0""","""0""","""0""","""https://x.com/Jiestarr/status/1919828356029415624""","""293933073""","""Jiestarr"
"1919827956148621742,""""Tue May 06 18:53:48 +0000 2025""","""0""","""pacaran kalo lagi kaya gini seru banget yaa adem anyem tenteram bahagia hahahaha""","""1919827956148621742""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/drymlkt/status/1919827956148621742""","""1660535798545141762""","""drymlkt"
"1919827771301539928,""""Tue May 06 18:53:04 +0000 2025""","""0""","""mok iso ngancani bolo boloku kui wes marai aku bahagia""","""1919827771301539928""","""""","""""","""in""","""Pont-Salomon, France""","""0""","""1""","""0""","""https://x.com/sincrushn/status/1919827771301539928""","""1789218103320272897""","""sincrushn"
"1917207112461271059,""""Tue May 06 18:51:49 +0000 2025""","""0""","""@shimjtake ??? wonbin dh bahagia sm juo""","""1919827460868198699""","""""","""shimjtake""","""in""","""Aefourescence  Aenyils  Sweetlings ""","""0""","""0""","""0""","""https://x.com/Yizjuo/status/1919827460868198699""","""1523986394""","""Yizjuo"
"1919827404622639400,""""Tue May 06 18:51:36 +0000 2025""","""0""","""Jir emang gaboleh terlalu bahagia sekarang malah demam""","""1919827404622639400""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/bassangbotto/status/1919827404622639400""","""71473754""","""bassangbotto"
"1919827399996539019,""""Tue May 06 18:51:35 +0000 2025""","""0""","""kabeh berhak bahagia koe karo lontong gondrong mu aku karo rokib atid mlompong""","""1919827399996539019""","""""","""""","""in""","""internet""","""0""","""0""","""0""","""https://x.com/ANJlNK/status/1919827399996539019""","""1788264130266435584""","""ANJlNK"
"1919827391762891243,""""Tue May 06 18:51:33 +0000 2025""","""4""","""Senyum tawa bahagia mu bikin orang terharu karena seneng tengah malem begini. Ya Allah mau liat kamu bahagia terus.. https://t.co/5BmHjJTLM4""","""1919827391762891243""","""https://pbs.twimg.com/ext_tw_video_thumb/1919827278009401348/pu/img/cSOsFYHTXXEddxZP.jpg""","""""","""in""","""""","""0""","""0""","""1""","""https://x.com/09Fawwaz/status/1919827391762891243""","""1547519140096647168""","""09Fawwaz"
"1919605514121707628,""""Tue May 06 18:50:50 +0000 2025""","""0""","""@myjevv Up up! Dikit2 baper merasa paling tersakiti banding2in ama mem lain pliss klo satu member bahagia ikutlah bahagia soalnya all mem juga bakal gitu gada bahasanya mereka salah2 an iri2an..""","""1919827212997480718""","""""","""myjevv""","""in""","""""","""0""","""0""","""0""","""https://x.com/ceri_strawberry/status/1919827212997480718""","""1599352419770507264""","""ceri_strawberry"
"1919826710771728769,""""Tue May 06 18:48:51 +0000 2025""","""0""","""bodo la kalau la aku tak kenal kau kan mesti bahagia and tenang je hidup aku gampang betul la jantan tu""","""1919826710771728769""","""""","""""","""in""","""gotham city""","""0""","""0""","""0""","""https://x.com/dearhudaa/status/1919826710771728769""","""1804155415028207617""","""dearhudaa"
"1919826105487294751,""""Tue May 06 18:46:26 +0000 2025""","""0""","""ternyata yang gua butuhin cuma bahagia""","""1919826105487294751""","""""","""""","""in""","""Jakarta Selatan, DKI Jakarta""","""0""","""0""","""0""","""https://x.com/iamyourwinter__/status/1919826105487294751""","""1756288961243439104""","""iamyourwinter__"
"1916133055619862989,""""Tue May 06 18:44:37 +0000 2025""","""0""","""@xybeez8 @nichameen8 @Meennicha8_ofc Aku harap Nicha selalu sehat bahagia dan dikelilingi orang-orang yang tulus. Terima kasih sudah bekerja keras dan jadi sumber semangat untuk banyak orang termasuk aku. Jangan lupa istirahat dan cintai dirimu sebanyak kami mencintaimu. https://t.co/jdKVmA61Vo""","""1919825648060703228""","""https://pbs.twimg.com/media/GqSXP-QbAAMNBPw.jpg""","""xybeez8""","""in""","""Jember, Jawa Timur""","""0""","""0""","""0""","""https://x.com/oxtellaaaaa/status/1919825648060703228""","""1788623887309340679""","""oxtellaaaaa"
"1919648605457285580,""""Tue May 06 18:44:01 +0000 2025""","""0""","""@convomf Tips hidup bahagia adalah: bodoamat""","""1919825493790228616""","""""","""convomf""","""in""","""""","""0""","""0""","""0""","""https://x.com/erlleta/status/1919825493790228616""","""2528956400""","""erlleta"
"1919704949409153439,""""Tue May 06 18:43:39 +0000 2025""","""0""","""@4urafl Semoga setiap bulannya bahagia selalu""","""1919825405382414494""","""""","""4urafl""","""in""","""Tebet, Indonesia""","""0""","""0""","""0""","""https://x.com/zorobaiik/status/1919825405382414494""","""1480074040194727936""","""zorobaiik"
"1919705323327107411,""""Tue May 06 18:42:55 +0000 2025""","""0""","""@4urafl bahagia in dlu diri sendiri ya""","""1919825219776053669""","""""","""4urafl""","""in""","""Tebet, Indonesia""","""0""","""0""","""0""","""https://x.com/zorobaiik/status/1919825219776053669""","""1480074040194727936""","""zorobaiik"
"1919824827264991250,""""Tue May 06 18:41:22 +0000 2025""","""0""","""sedih bgt liat story jennifer. rang orang emg gasuka liat dia bahagia apa gmn""","""1919824827264991250""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/fleureclisse/status/1919824827264991250""","""1171812771056381952""","""fleureclisse"
"1919824111372796190,""""Tue May 06 18:38:31 +0000 2025""","""0""","""Aku tiap tengah malam gak bisa tidur trus nonton gose tuh happy seneng ada rasa itu.. Tapi ditengah nonton ketawa ngakak gitu tiba² nangis kejer kayak banyak banget yg aku pikirin salah satunya bisa gak ya aku bahagia? ..""","""1919824111372796190""","""""","""""","""in""","""윤정한""","""0""","""1""","""0""","""https://x.com/jeonghanifii/status/1919824111372796190""","""1166367014467899393""","""jeonghanifii"
"1919824107421794447,""""Tue May 06 18:38:30 +0000 2025""","""0""","""lucaaaaa gue baru namatin baca ini bjirrr nyesek mulu gue liat luca bahagia teruss anak baik https://t.co/aisK9Syl39""","""1919824107421794447""","""https://pbs.twimg.com/media/GqSV2DzbAAANcoH.jpg""","""""","""in""","""minor dni | mention after DM""","""0""","""0""","""0""","""https://x.com/zrkeiraa/status/1919824107421794447""","""1248177595591430144""","""zrkeiraa"
"1919824075523846504,""""Tue May 06 18:38:22 +0000 2025""","""0""","""Ya elah baru hidup berasa bahagia dikit ketemu asbun orgil""","""1919824075523846504""","""""","""""","""in""","""West Sumatra, Indonesia""","""0""","""0""","""0""","""https://x.com/hugbymoon/status/1919824075523846504""","""1014847232493830144""","""hugbymoon"
"1919824070465503711,""""Tue May 06 18:38:21 +0000 2025""","""1""","""Anaknya bergaya setinggi langit Emaknya hobi ngejulid. Lengkap sudah keluarga bahagia.""","""1919824070465503711""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/wildanalamsyahh/status/1919824070465503711""","""2744201064""","""wildanalamsyahh"
"1919823961992356211,""""Tue May 06 18:37:55 +0000 2025""","""0""",""" doaku agar kau selalu ingat bahagia meski terkadang hidup tak baik saja salah satu lirik lagu jumbo yg pengen gua sampaikan ke jungwon pokoknya selalu bahagia ya dik walaupun dunia jahat ke kamu""","""1919823961992356211""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/minniewormie_/status/1919823961992356211""","""1898705080918200320""","""minniewormie_"
"1919822612248875188,""""Tue May 06 18:37:20 +0000 2025""","""0""","""Tpi ada jg yg responnya sma kyk aku bahagia krna kita pastinya kaget trnyata kita sepenting itu bagi dia dan utk mnghargai undangannya ya tentu pasti kita dtg..""","""1919823814898417938""","""""","""pesulap1412""","""in""","""Cosmos""","""0""","""1""","""0""","""https://x.com/pesulap1412/status/1919823814898417938""","""1816758255458353152""","""pesulap1412"
"1919821126311800882,""""Tue May 06 18:26:39 +0000 2025""","""0""","""Kalau ingin hidup bahagia perbanyak Dzikir https://t.co/6qKsyXpBnY""","""1919821126311800882""","""https://pbs.twimg.com/ext_tw_video_thumb/1919821069650952211/pu/img/vp1I50rLk15nS8ji.jpg""","""""","""in""","""Bekasi""","""0""","""0""","""0""","""https://x.com/iwansetiawan39/status/1919821126311800882""","""300874328""","""iwansetiawan39"
"1919811921211261253,""""Tue May 06 18:26:11 +0000 2025""","""0""","""kamu ga kenal aku tp makasih krn kenal kamu bikin aku bisa punya bayangan yg bikin aku bahagia dan punya harapan. aku belum pernah ketemu kamu langsung tp aku sayang bgt sm kamu bukan krn kamu idol tapi krn hatimu baik""","""1919821007818305569""","""""","""soobinsweetcapt""","""in""","""+×+""","""0""","""1""","""0""","""https://x.com/soobinsweetcapt/status/1919821007818305569""","""1852061045424295936""","""soobinsweetcapt"
"1919821005528109405,""""Tue May 06 18:26:10 +0000 2025""","""0""","""Kadang iri sama orang² Nakal Suka mabok Tatoan party² dan lain²nya mana gonta ganti cewe mulu &amp""; cantik² lg hidupnya bahagia terus lah disini mah mau apa aja kudu nabung dlu Kudu kerja dlu &amp; Jalin kisah percintaan kandas mlu makan tiaphari cm Cumi² Mie &amp;"" makanan sederhana""","""1919821005528109405""","""""","""""","""in""","""Indonesia""","""0""","""0""","""0""","""https://x.com/Chaiiiluvie_/status/1919821005528109405""","""796543595377348608""","""Chaiiiluvie_"
"1919805876845605187,""""Tue May 06 18:24:05 +0000 2025""","""0""","""ᅠ Dan sekarang Suzu mengizinkannya. Jun tersenyum ia mengulumnya namun gagal. Terlalu bahagia. Jelas saja. Suzu-chan bisiknya. Langkahnya maju satu dua dan ia berhenti tepat di depannya. ᅠ""","""1919820478249615462""","""""","""artimancy""","""in""","""彼のオアシス、瞳鈴。""","""0""","""1""","""0""","""https://x.com/artimancy/status/1919820478249615462""","""724253978997997568""","""artimancy"
"1919709791196160144,""""Tue May 06 18:23:24 +0000 2025""","""0""","""@amaliyakusumaa Semoga kaya raya bahagia dan sehat selalu kaaak @amaliyakusumaa https://t.co/yJMVQ2lIuv""","""1919820306522505363""","""https://pbs.twimg.com/media/GqSSZNYbAAIFKy0.jpg""","""amaliyakusumaa""","""in""","""Bekasi, Jawa Barat""","""0""","""0""","""0""","""https://x.com/umibundaje/status/1919820306522505363""","""4801304131""","""umibundaje"
"1919820238033731611,""""Tue May 06 18:23:07 +0000 2025""","""2""",""" Di hari yang paling bahagia dalam hidupnya itu. Lisanku berhasil mengucapkan kalimat selamat. Tapi hatiku tidak berhasil ku selamatkan. ""","""1919820238033731611""","""""","""""","""in""","""DKI Jakarta, Indonesia""","""0""","""0""","""0""","""https://x.com/getarkrisna/status/1919820238033731611""","""859179308""","""getarkrisna"
"1919736822273302714,""""Tue May 06 18:21:46 +0000 2025""","""1""","""@_MbakSri_ Indahnya Nusantara itu ya di warna warninya ras suku bahasa agama dan kesadaran sepiritualnya. Merasa bahagia kalo melihat yg beginian.""","""1919819895128145964""","""""","""_MbakSri_""","""in""","""Indonesia""","""0""","""0""","""0""","""https://x.com/BejoMulyo18/status/1919819895128145964""","""1445798393993850894""","""BejoMulyo18"
"1919819872755974337,""""Tue May 06 18:21:40 +0000 2025""","""0""","""Met malam sheng @_Letyciamoreen selamat istirahat ya. Have a good rest and sweet dreams. Semoga kamu selalu sehat dan bahagia #KangenMoreen""","""1919819872755974337""","""""","""""","""in""","""DKI Jakarta, Indonesia""","""0""","""0""","""0""","""https://x.com/RosesGan/status/1919819872755974337""","""1060342842738958336""","""RosesGan"
"1919709791196160144,""""Tue May 06 18:21:32 +0000 2025""","""0""","""@amaliyakusumaa barakallah Kaka cantikk semoga selalu sehat dan bahagia dimudahkan dalam urusan dan rezekinya yaaa aamiin terima kasih sudah berbagi https://t.co/ZOz9EPVkDS""","""1919819836466573395""","""https://pbs.twimg.com/media/GqSR94wbAAE9EJ6.jpg""","""amaliyakusumaa""","""in""","""""","""0""","""0""","""0""","""https://x.com/may_lafaisha01/status/1919819836466573395""","""1620605662274392070""","""may_lafaisha01"
"1919819634787983638,""""Tue May 06 18:20:44 +0000 2025""","""0""","""Ia adalah candu terburuk dalam hidupku. Bukan rindu menggebu yang bahagia di waktu temu namun candu semu yang menjelma sebagai mimpi buruk dalam belasan tahun tidurku. Kamu semoga bahagia ya? Tenang saja aku terbiasa akan luka ya segala luka sejak kita berjumpa.""","""1919819634787983638""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/hi_jaziy/status/1919819634787983638""","""1509570842384306177""","""hi_jaziy"
"1919818888919056575,""""Tue May 06 18:17:46 +0000 2025""","""0""","""Sangking di buat trust issue sama agz sampe ngerasain bahagia tapi di bayang bayang kesedihan bzirrrrr ""","""1919818888919056575""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/kowchime/status/1919818888919056575""","""1724009613849427968""","""kowchime"
"1919808964340117806,""""Tue May 06 18:17:20 +0000 2025""","""0""","""@deonzip @ikuzae Gue lebih gak ekspek lagi lu merasa terhibur kita mah bahagia bahagia aja deon. Bahagia gak bahagia juga trabas aja. Lu jangan doain kita terus gue ngerasa aneh. Lu ya yg habis ini gue sumpahin dapet bahagia yang lebih dan melimpah oke? Ok.""","""1919818782706409904""","""""","""deonzip""","""in""","""Deano Geffenorth.""","""0""","""1""","""0""","""https://x.com/Nowhereiz/status/1919818782706409904""","""1882723790121238528""","""Nowhereiz"
"1919818702276755640,""""Tue May 06 18:17:01 +0000 2025""","""0""","""Menunggu asal kau bahagia lampu kaka keluar ️""","""1919818702276755640""","""""","""""","""in""","""𝐍𝐚𝐫𝐞𝐬𝐰𝐚𝐫𝐢 𝐉.𝐃 / 𝟐𝟎𝟎𝟐 𝐞𝐧𝐞𝐫𝐠𝐲 ",,,,,,
"1919542395097829475,""""Tue May 06 18:16:08 +0000 2025""","""0""","""@tanzela_ Iyaa maunya begitu kak sedang berusaha untuk bahagia tiap hari""","""1919818479286550620""","""""","""tanzela_""","""in""","""""","""0""","""0""","""0""","""https://x.com/ShopeeCuties/status/1919818479286550620""","""1471826377124945921""","""ShopeeCuties"
"1919653545219129418,""""Tue May 06 18:14:38 +0000 2025""","""0""","""@AanSaputraa_ Bahagia banget ya kalo bersama duit""","""1919818101904023686""","""""","""AanSaputraa_""","""in""","""Lahat, Indonesia""","""0""","""0""","""0""","""https://x.com/Febri_Walanda/status/1919818101904023686""","""759628141""","""Febri_Walanda"
"1919817572771664016,""""Tue May 06 18:12:32 +0000 2025""","""0""","""Sedikit bahagia hari ini ""","""1919817572771664016""","""""","""""","""in""","""Kota Macet""","""0""","""0""","""0""","""https://x.com/hellowndra/status/1919817572771664016""","""406827881""","""hellowndra"
"1919817481079656485,""""Tue May 06 18:12:11 +0000 2025""","""0""","""Kmrn pas konser yoongi kepala gw enteng bgt kelarannya. Bener2 yang ya Allah... seneng banget hari ini mau kayak gini terus. Bahagia PUOL seneng bgt padahal kondisi mental gw juga baik2 aja.""","""1919817483285942642""","""""","""loveliestata""","""in""","""Location Unknown""","""0""","""1""","""0""","""https://x.com/loveliestata/status/1919817483285942642""","""901854474670489601""","""loveliestata"
"1919719790605959463,""""Tue May 06 18:12:05 +0000 2025""","""0""","""@ALovehime @tham878 Dan mereka bahagia tanpa ada penyesalan sedikitpun...?""","""1919817460380753960""","""""","""ALovehime""","""in""","""JAKSEL""","""0""","""2""","""0""","""https://x.com/Bashu2950331/status/1919817460380753960""","""1691865573293268992""","""Bashu2950331"
"1919808964340117806,""""Tue May 06 18:10:38 +0000 2025""","""0""","""@Nowhereiz @ikuzae terima kasih. beneran ga expect tiba-tiba ketawa banget liat kalian ditengah huru-hara ini. sekali lagi terima kasih buat kalian. semoga kalian juga bisa bahagia terus ya?""","""1919817096029987170""","""""","""Nowhereiz""","""in""","""""","""0""","""1""","""0""","""https://x.com/deonzip/status/1919817096029987170""","""753192708605214720""","""deonzip"
"1919817005106090247,""""Tue May 06 18:10:17 +0000 2025""","""0""","""Kalau diinget2 zaman kecil dulu seru betul wei. Gak mikir yang berat2 keluarga lengkap. Pengen rasanya balik ke zaman itu lagi. Dewasa berat fase kehidupannya terasa banget. Senang sedih sepi bahagia stress ada banget tuh.""","""1919817005106090247""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/kayarayasegera/status/1919817005106090247""","""1679276656169717761""","""kayarayasegera"
"1919816646341865701,""""Tue May 06 18:08:51 +0000 2025""","""0""","""Catat hal-hal dalam hidup yang bisa atau pernah membuat kita bahagia. Misalnya olahraga ngobrol punya teman. Lalu lakukan aktivitas yang membahagiakan.""","""1919816646341865701""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/akeumil/status/1919816646341865701""","""1408681310848053248""","""akeumil"
"1919816470273400850,""""Tue May 06 18:08:09 +0000 2025""","""0""","""Gw ikut bahagia lu dapat pekerjaan yg lebih bagus dari pada freelance ini yg gaji ga jelas turun tpi cape banyak tpi bisa ga si uda pindah ke tempat baru itu kerjaan lu pnya klien kemarin disiapin jangan ga diurus? Uda janji loh ama kliennya masa sejahat itu??""","""1919816470273400850""","""""","""""","""in""","""Yunho gf""","""0""","""1""","""0""","""https://x.com/aakari8xs/status/1919816470273400850""","""1566070521741000704""","""aakari8xs"
"1919816437750743071,""""Tue May 06 18:08:01 +0000 2025""","""0""","""Matikan lh rsa ini tuhan APUS smua prasaan ini ksih sy hti yg kosong biar sy GK terlalu bnyk pikiran n beban buat sy bhgia tuhan dgn diri sy sndiri n ank https://t.co/IG8zy6gAW5 jg berhak bahagia kn hapus tuhan hti sy ini hilngkn smua perasaan ini""","""1919816437750743071""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/pantek282828/status/1919816437750743071""","""1856612352113946627""","""pantek282828"
"1919397453155184933,""""Tue May 06 18:07:11 +0000 2025""","""0""","""@dailluwa Semua ayangku harus bahagia ""","""1919816227842883654""","""""","""dailluwa""","""in""","""🎬: 锦月如歌, 你好1983. 📽:一瓯春.""","""0""","""0""","""0""","""https://x.com/Zhouyeb/status/1919816227842883654""","""1896999622536781825""","""Zhouyeb"
"1919813616494366864,""""Tue May 06 18:06:44 +0000 2025""","""0""","""@ririrair MANA GUE TAU tp keknya buat seru2an ga sii harusnya yaa semua org kan berhak bahagia menurut persepsi masing2 ""","""1919816111584858323""","""""","""ririrair""","""in""","""""","""0""","""1""","""0""","""https://x.com/kikikikiann/status/1919816111584858323""","""2814521760""","""kikikikiann"
"1919816001342091308,""""Tue May 06 18:06:17 +0000 2025""","""0""","""Hp yg km pegang trus sibuk dngn hp km ydh lh lgian siapa sih sy bukan sp ydh sih bel Dy hp aj km jg kn punya hp ydh main hp aj anggp aj bahagia km SMA hp mata dh perih jg terusin aj liat hp ny SMPK km tdr dngn sndiri ny skrng dh GK SH pngn dihargai trus km bukan sp ""","""1919816001342091308""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/pantek282828/status/1919816001342091308""","""1856612352113946627""","""pantek282828"
"1919779675037114695,""""Tue May 06 18:06:14 +0000 2025""","""0""","""@airevsev sheer are you ok?? bahagia selalu yaaa""","""1919815987618030053""","""""","""airevsev""","""in""","""01🍋""","""0""","""0""","""0""","""https://x.com/alleeeyup/status/1919815987618030053""","""1532181970687766528""","""alleeeyup"
"1919815420724297885,""""Tue May 06 18:03:59 +0000 2025""","""0""","""emang anak broken home gabole bahagia ya? gabole dinikahin ya? ternyata emang harus setara yahhh.""","""1919815420724297885""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/ichaasyy/status/1919815420724297885""","""1197011924648484864""","""ichaasyy"
"1919699288227016727,""""Tue May 06 18:03:40 +0000 2025""","""0""","""@_MIRACLEOFLIFE Biasanya seorang ayah yg ingin anaknya bahagia dosa pun akan dia tanggung selama itu membuat anak nya bahagia Kalo ini namanya keblinger Dikira ga dosa nelantarin anak udah dosa + ngerugiin anak istri Apalu ""","""1919815339749036360""","""""","""_MIRACLEOFLIFE""","""in""","""""","""0""","""0""","""1""","""https://x.com/melyana_mey/status/1919815339749036360""","""537828241""","""melyana_mey"
"1919799504032956767,""""Tue May 06 18:02:05 +0000 2025""","""0""","""@kingofthe_typo Happy birthday sukses dan bahagia selalu""","""1919814942032543856""","""""","""kingofthe_typo""","""in""","""LokasiKu""","""0""","""0""","""0""","""https://x.com/mepannn/status/1919814942032543856""","""1383335429001289732""","""mepannn"
